SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_7,adm2_9,adm2_3,adm2_6,adm2_8,adm2_1,adm2_4,adm2_10,adm2_5,adm2_2
32090,8509,1,50,5,1269,0,9,0,1,0,0,0,0,0,0,0,0
32093,10100,1,32,21,2476,0,8,0,0,0,0,1,0,0,0,0,0
32107,11850,1,26,24,2181,0,5,0,0,0,0,0,0,0,0,1,0
32169,4861,1,40,10,1813,0,10,0,0,0,0,0,0,0,1,0,0
32173,2626,1,45,8,3139,0,8,0,0,0,0,1,0,0,0,0,0
32206,5515,1,27,26,1817,0,2,0,0,0,0,0,0,0,0,0,1
32274,7528,1,35,5,1444,0,9,0,1,0,0,0,0,0,0,0,0
32290,10334,1,36,18,2679,0,1,0,0,0,0,0,1,0,0,0,0
32313,5515,1,57,26,1873,0,2,0,0,0,0,0,0,0,0,0,1
32316,10214,1,35,3,598,0,2,0,0,0,0,0,0,0,0,0,1
32317,1789,1,30,16,1126,0,3,0,0,1,0,0,0,0,0,0,0
32379,3657,1,60,2,2172,0,2,0,0,0,0,0,0,0,0,0,1
32443,1107,1,23,26,1493,0,1,0,0,0,0,0,1,0,0,0,0
32515,9070,1,38,14,2291,0,4,0,0,0,0,0,0,1,0,0,0
32519,11299,1,45,1,1728,1,9,0,1,0,0,0,0,0,0,0,0
32526,3009,1,75,18,2056,0,3,0,0,1,0,0,0,0,0,0,0
32599,7502,1,20,22,1865,0,5,0,0,0,0,0,0,0,0,1,0
32620,3156,1,45,15,1914,0,3,0,0,1,0,0,0,0,0,0,0
32644,11796,1,40,24,2153,0,5,0,0,0,0,0,0,0,0,1,0
32649,10022,1,55,21,2211,0,3,0,0,1,0,0,0,0,0,0,0
32705,5078,1,55,29,1587,0,5,0,0,0,0,0,0,0,0,1,0
32721,5494,1,60,16,760,0,10,0,0,0,0,0,0,0,1,0,0
32750,10342,1,23,20,2180,0,7,1,0,0,0,0,0,0,0,0,0
32895,1402,1,35,28,1835,0,5,0,0,0,0,0,0,0,0,1,0
32987,2754,1,57,15,1913,0,3,0,0,1,0,0,0,0,0,0,0
33037,7297,1,26,7,1606,1,5,0,0,0,0,0,0,0,0,1,0
33049,5440,1,22,23,2661,0,8,0,0,0,0,1,0,0,0,0,0
33056,10681,1,30,10,3306,0,3,0,0,1,0,0,0,0,0,0,0
33064,10997,1,59,18,2407,0,7,1,0,0,0,0,0,0,0,0,0
33084,5238,1,22,16,3012,0,7,1,0,0,0,0,0,0,0,0,0
33086,11044,1,35,2,3038,0,2,0,0,0,0,0,0,0,0,0,1
33104,2369,1,45,12,1896,0,7,1,0,0,0,0,0,0,0,0,0
33157,5469,1,37,19,1482,0,8,0,0,0,0,1,0,0,0,0,0
33245,4677,1,50,2,2446,0,8,0,0,0,0,1,0,0,0,0,0
33275,5462,1,21,7,1023,1,1,0,0,0,0,0,1,0,0,0,0
33301,5675,1,35,12,1400,0,7,1,0,0,0,0,0,0,0,0,0
33337,9997,1,40,6,1714,0,1,0,0,0,0,0,1,0,0,0,0
33358,2430,1,44,22,1505,0,4,0,0,0,0,0,0,1,0,0,0
33373,5056,1,25,6,2839,0,3,0,0,1,0,0,0,0,0,0,0
33402,8349,1,26,12,2955,0,5,0,0,0,0,0,0,0,0,1,0
33410,9955,1,29,24,1761,0,5,0,0,0,0,0,0,0,0,1,0
33412,10195,1,55,12,2532,0,7,1,0,0,0,0,0,0,0,0,0
33481,7365,1,60,14,1896,0,4,0,0,0,0,0,0,1,0,0,0
33502,7062,1,27,14,2948,0,3,0,0,1,0,0,0,0,0,0,0
33504,1890,1,35,10,2112,0,3,0,0,1,0,0,0,0,0,0,0
33518,6267,1,22,10,2797,0,7,1,0,0,0,0,0,0,0,0,0
33524,6420,1,18,11,2911,0,9,0,1,0,0,0,0,0,0,0,0
33556,1174,1,32,5,3158,0,3,0,0,1,0,0,0,0,0,0,0
33558,558,1,42,8,1961,0,10,0,0,0,0,0,0,0,1,0,0
33573,6046,1,19,28,2883,0,1,0,0,0,0,0,1,0,0,0,0
33580,8985,1,25,6,3217,0,2,0,0,0,0,0,0,0,0,0,1
33586,5943,1,23,16,1712,0,10,0,0,0,0,0,0,0,1,0,0
33681,11742,1,50,7,1696,1,3,0,0,1,0,0,0,0,0,0,0
33733,6338,1,50,21,1920,0,10,0,0,0,0,0,0,0,1,0,0
33757,5718,1,38,28,1801,0,5,0,0,0,0,0,0,0,0,1,0
33766,3398,1,21,20,1699,0,7,1,0,0,0,0,0,0,0,0,0
33776,2005,1,60,6,3220,0,8,0,0,0,0,1,0,0,0,0,0
33781,3179,1,20,8,2337,0,8,0,0,0,0,1,0,0,0,0,0
33798,9714,1,90,28,1771,0,5,0,0,0,0,0,0,0,0,1,0
33801,8978,1,25,26,2631,0,4,0,0,0,0,0,0,1,0,0,0
33817,8960,1,30,20,833,0,1,0,0,0,0,0,1,0,0,0,0
33818,7728,1,36,21,1725,0,10,0,0,0,0,0,0,0,1,0,0
33851,11170,1,30,5,945,0,1,0,0,0,0,0,1,0,0,0,0
33865,10940,1,45,10,2304,0,2,0,0,0,0,0,0,0,0,0,1
33872,8080,1,30,23,2308,0,8,0,0,0,0,1,0,0,0,0,0
33909,10725,1,45,3,620,0,2,0,0,0,0,0,0,0,0,0,1
33935,7167,1,35,28,2753,0,5,0,0,0,0,0,0,0,0,1,0
33944,472,1,23,10,2302,0,7,1,0,0,0,0,0,0,0,0,0
34049,10899,1,28,2,1948,0,2,0,0,0,0,0,0,0,0,0,1
34075,8799,1,45,8,3596,0,8,0,0,0,0,1,0,0,0,0,0
34205,3986,1,58,28,3038,0,1,0,0,0,0,0,1,0,0,0,0
34239,2412,1,48,4,2980,0,1,0,0,0,0,0,1,0,0,0,0
34263,2710,1,21,10,2453,0,7,1,0,0,0,0,0,0,0,0,0
34269,2968,1,30,23,1960,0,8,0,0,0,0,1,0,0,0,0,0
34297,191,1,50,19,2543,0,10,0,0,0,0,0,0,0,1,0,0
34339,8934,1,30,22,1279,0,4,0,0,0,0,0,0,1,0,0,0
34346,1964,1,31,12,2890,0,5,0,0,0,0,0,0,0,0,1,0
34358,6614,1,45,28,1701,0,2,0,0,0,0,0,0,0,0,0,1
34359,9163,1,34,9,3669,0,3,0,0,1,0,0,0,0,0,0,0
34390,4766,1,32,23,805,0,1,0,0,0,0,0,1,0,0,0,0
34394,8138,1,40,21,1044,0,8,0,0,0,0,1,0,0,0,0,0
34412,3561,1,23,12,2049,0,10,0,0,0,0,0,0,0,1,0,0
34414,10443,1,25,24,1744,0,6,0,0,0,1,0,0,0,0,0,0
34425,10367,1,42,4,3256,0,2,0,0,0,0,0,0,0,0,0,1
34433,11631,1,36,30,2295,0,5,0,0,0,0,0,0,0,0,1,0
34474,2579,1,55,19,2096,0,10,0,0,0,0,0,0,0,1,0,0
34495,63,1,30,31,2692,0,5,0,0,0,0,0,0,0,0,1,0
34546,3404,1,28,14,1159,0,4,0,0,0,0,0,0,1,0,0,0
34548,7321,1,28,2,2858,0,2,0,0,0,0,0,0,0,0,0,1
34576,3883,1,63,2,2389,0,8,0,0,0,0,1,0,0,0,0,0
34588,9092,1,40,23,2114,0,10,0,0,0,0,0,0,0,1,0,0
34647,10550,1,49,1,1179,1,2,0,0,0,0,0,0,0,0,0,1
34649,7275,1,48,26,987,0,2,0,0,0,0,0,0,0,0,0,1
34689,2013,1,69,4,1939,0,7,1,0,0,0,0,0,0,0,0,0
34747,1039,1,32,21,2052,0,8,0,0,0,0,1,0,0,0,0,0
34811,9909,1,42,12,1333,0,7,1,0,0,0,0,0,0,0,0,0
34823,1091,1,58,17,2185,0,8,0,0,0,0,1,0,0,0,0,0
34828,8149,1,42,11,2106,0,5,0,0,0,0,0,0,0,0,1,0
34834,10816,1,28,11,2333,0,9,0,1,0,0,0,0,0,0,0,0
34849,9010,1,45,21,1156,0,8,0,0,0,0,1,0,0,0,0,0
34864,116,1,38,20,1103,0,7,1,0,0,0,0,0,0,0,0,0
34875,10047,1,51,12,3011,0,7,1,0,0,0,0,0,0,0,0,0
34884,1833,1,75,16,2399,0,7,1,0,0,0,0,0,0,0,0,0
34903,4834,1,20,8,2020,0,7,1,0,0,0,0,0,0,0,0,0
34910,9010,1,20,21,1061,0,8,0,0,0,0,1,0,0,0,0,0
34927,10703,1,40,17,2195,0,3,0,0,1,0,0,0,0,0,0,0
34953,7931,1,50,26,1546,0,4,0,0,0,0,0,0,1,0,0,0
34960,6197,1,36,14,1763,0,4,0,0,0,0,0,0,1,0,0,0
34965,6389,1,50,21,1926,0,8,0,0,0,0,1,0,0,0,0,0
35028,10254,1,45,14,1759,0,3,0,0,1,0,0,0,0,0,0,0
35056,11893,1,38,20,2292,0,6,0,0,0,1,0,0,0,0,0,0
35057,4559,1,45,1,1873,1,9,0,1,0,0,0,0,0,0,0,0
35094,2959,1,25,18,1867,0,3,0,0,1,0,0,0,0,0,0,0
35203,8292,1,54,24,1659,0,6,0,0,0,1,0,0,0,0,0,0
35212,1644,1,27,25,1663,0,8,0,0,0,0,1,0,0,0,0,0
35214,2598,1,54,7,1468,1,5,0,0,0,0,0,0,0,0,1,0
35218,10791,1,50,4,1591,0,8,0,0,0,0,1,0,0,0,0,0
35224,3874,1,55,22,1505,0,5,0,0,0,0,0,0,0,0,1,0
35270,1425,1,32,23,1468,0,8,0,0,0,0,1,0,0,0,0,0
35284,11497,1,42,23,1886,0,7,1,0,0,0,0,0,0,0,0,0
35298,3295,1,58,23,1918,0,8,0,0,0,0,1,0,0,0,0,0
35457,6692,1,35,12,2341,0,10,0,0,0,0,0,0,0,1,0,0
35467,7326,1,50,25,2280,0,10,0,0,0,0,0,0,0,1,0,0
35471,210,1,20,23,2485,0,3,0,0,1,0,0,0,0,0,0,0
35531,7283,1,40,4,3574,0,1,0,0,0,0,0,1,0,0,0,0
35538,10541,1,23,9,2279,0,9,0,1,0,0,0,0,0,0,0,0
35572,5372,1,19,12,1944,0,5,0,0,0,0,0,0,0,0,1,0
35579,5840,1,33,28,2375,0,1,0,0,0,0,0,1,0,0,0,0
35612,3534,1,28,28,2098,0,5,0,0,0,0,0,0,0,0,1,0
35623,2609,1,44,22,1985,0,6,0,0,0,1,0,0,0,0,0,0
35688,8393,1,50,25,1409,0,10,0,0,0,0,0,0,0,1,0,0
35705,11439,1,30,10,1496,0,10,0,0,0,0,0,0,0,1,0,0
35708,10212,1,47,2,2190,0,8,0,0,0,0,1,0,0,0,0,0
35772,9730,1,22,7,2243,1,3,0,0,1,0,0,0,0,0,0,0
35790,2025,1,29,14,2030,0,4,0,0,0,0,0,0,1,0,0,0
35806,4740,1,22,3,979,0,9,0,1,0,0,0,0,0,0,0,0
35826,875,1,65,31,2530,0,5,0,0,0,0,0,0,0,0,1,0
35842,9964,1,18,10,1996,0,3,0,0,1,0,0,0,0,0,0,0
35939,1880,1,23,4,2002,0,1,0,0,0,0,0,1,0,0,0,0
35987,8799,1,24,8,3218,0,8,0,0,0,0,1,0,0,0,0,0
35989,294,1,52,5,1416,0,9,0,1,0,0,0,0,0,0,0,0
35997,7275,1,30,26,927,0,2,0,0,0,0,0,0,0,0,0,1
36002,6842,1,45,3,2227,0,6,0,0,0,1,0,0,0,0,0,0
36041,6507,1,32,11,1362,0,5,0,0,0,0,0,0,0,0,1,0
36048,10252,1,40,8,1270,0,8,0,0,0,0,1,0,0,0,0,0
36049,4433,1,28,7,1509,1,7,1,0,0,0,0,0,0,0,0,0
36056,1767,1,39,21,3784,0,3,0,0,1,0,0,0,0,0,0,0
36078,3013,1,20,25,1408,0,8,0,0,0,0,1,0,0,0,0,0
36139,5840,1,55,28,2949,0,1,0,0,0,0,0,1,0,0,0,0
36201,9156,1,54,18,1499,0,10,0,0,0,0,0,0,0,1,0,0
36203,7560,1,45,24,1611,0,5,0,0,0,0,0,0,0,0,1,0
36345,1865,1,36,4,3610,0,8,0,0,0,0,1,0,0,0,0,0
36358,4411,1,60,20,1653,0,6,0,0,0,1,0,0,0,0,0,0
36395,8075,1,21,5,2394,0,3,0,0,1,0,0,0,0,0,0,0
36397,8639,1,50,24,2015,0,7,1,0,0,0,0,0,0,0,0,0
36430,11132,1,51,13,1966,0,9,0,1,0,0,0,0,0,0,0,0
36476,4212,1,21,30,2449,0,2,0,0,0,0,0,0,0,0,0,1
36494,1244,1,26,23,2145,0,8,0,0,0,0,1,0,0,0,0,0
36528,9676,1,18,19,2664,0,8,0,0,0,0,1,0,0,0,0,0
36547,3464,1,65,23,2180,0,3,0,0,1,0,0,0,0,0,0,0
36603,295,1,32,4,2685,0,8,0,0,0,0,1,0,0,0,0,0
36617,3869,1,45,11,1753,0,5,0,0,0,0,0,0,0,0,1,0
36623,8749,1,65,25,1552,0,8,0,0,0,0,1,0,0,0,0,0
36687,814,1,49,5,1848,0,9,0,1,0,0,0,0,0,0,0,0
36701,167,1,22,10,2068,0,8,0,0,0,0,1,0,0,0,0,0
36714,2321,1,34,11,2089,0,5,0,0,0,0,0,0,0,0,1,0
36803,1885,1,30,29,2519,0,6,0,0,0,1,0,0,0,0,0,0
36807,5093,1,20,10,2085,0,10,0,0,0,0,0,0,0,1,0,0
36904,4446,1,70,18,1451,0,7,1,0,0,0,0,0,0,0,0,0
36912,6774,1,62,21,1975,0,3,0,0,1,0,0,0,0,0,0,0
36934,10037,1,42,20,1321,0,1,0,0,0,0,0,1,0,0,0,0
36946,7419,1,39,4,2507,0,3,0,0,1,0,0,0,0,0,0,0
36973,5238,1,48,16,2652,0,7,1,0,0,0,0,0,0,0,0,0
37073,9490,1,23,31,2232,0,5,0,0,0,0,0,0,0,0,1,0
37120,6817,1,42,23,2349,0,8,0,0,0,0,1,0,0,0,0,0
37139,9921,1,48,7,1585,1,7,1,0,0,0,0,0,0,0,0,0
37179,4065,1,20,20,2096,0,6,0,0,0,1,0,0,0,0,0,0
37223,249,1,55,10,1709,0,7,1,0,0,0,0,0,0,0,0,0
37286,4263,1,39,31,2844,0,5,0,0,0,0,0,0,0,0,1,0
37340,9166,1,28,24,1454,0,4,0,0,0,0,0,0,1,0,0,0
37371,4051,1,30,15,1882,0,10,0,0,0,0,0,0,0,1,0,0
37378,4883,1,28,23,2273,0,8,0,0,0,0,1,0,0,0,0,0
37404,5296,1,50,24,1527,0,6,0,0,0,1,0,0,0,0,0,0
37416,3596,1,60,23,1492,0,7,1,0,0,0,0,0,0,0,0,0
37425,9630,1,26,10,2633,0,8,0,0,0,0,1,0,0,0,0,0
37443,8393,1,34,25,1646,0,10,0,0,0,0,0,0,0,1,0,0
37457,5116,1,19,10,1531,0,7,1,0,0,0,0,0,0,0,0,0
37462,1067,1,48,6,1140,0,1,0,0,0,0,0,1,0,0,0,0
37465,5405,1,21,5,1217,0,5,0,0,0,0,0,0,0,0,1,0
37477,5190,1,26,7,1891,1,9,0,1,0,0,0,0,0,0,0,0
37508,4814,1,28,29,1827,0,5,0,0,0,0,0,0,0,0,1,0
37560,1060,1,32,22,2965,0,5,0,0,0,0,0,0,0,0,1,0
37617,10634,1,50,22,1925,0,3,0,0,1,0,0,0,0,0,0,0
37624,8481,1,42,6,1585,0,3,0,0,1,0,0,0,0,0,0,0
37694,2785,1,22,16,1654,0,3,0,0,1,0,0,0,0,0,0,0
37708,4178,1,55,31,2508,0,5,0,0,0,0,0,0,0,0,1,0
37729,10411,1,23,31,2448,0,5,0,0,0,0,0,0,0,0,1,0
37762,1732,1,67,5,1900,0,7,1,0,0,0,0,0,0,0,0,0
37829,11071,1,35,8,2381,0,4,0,0,0,0,0,0,1,0,0,0
37860,9898,1,32,7,1818,1,1,0,0,0,0,0,1,0,0,0,0
37869,4860,1,26,10,1198,0,3,0,0,1,0,0,0,0,0,0,0
37937,2906,1,22,6,1802,0,10,0,0,0,0,0,0,0,1,0,0
37944,8592,1,58,8,1722,0,10,0,0,0,0,0,0,0,1,0,0
37969,8094,1,22,28,1700,0,1,0,0,0,0,0,1,0,0,0,0
37973,2412,1,28,4,2737,0,1,0,0,0,0,0,1,0,0,0,0
37985,11489,1,20,24,1554,0,7,1,0,0,0,0,0,0,0,0,0
38010,1227,1,42,5,1433,0,9,0,1,0,0,0,0,0,0,0,0
38048,9412,1,53,5,1268,0,1,0,0,0,0,0,1,0,0,0,0
38072,8441,1,24,8,1638,0,4,0,0,0,0,0,0,1,0,0,0
38191,9676,1,41,19,2697,0,8,0,0,0,0,1,0,0,0,0,0
38206,4475,1,42,7,1984,1,1,0,0,0,0,0,1,0,0,0,0
38232,8815,1,34,4,2677,0,1,0,0,0,0,0,1,0,0,0,0
38246,8089,1,43,9,2455,0,3,0,0,1,0,0,0,0,0,0,0
38248,3303,1,30,19,1685,0,10,0,0,0,0,0,0,0,1,0,0
38252,9647,1,60,19,1593,0,10,0,0,0,0,0,0,0,1,0,0
38259,1322,1,40,14,2037,0,4,0,0,0,0,0,0,1,0,0,0
38263,7325,1,37,3,2340,0,9,0,1,0,0,0,0,0,0,0,0
38268,2576,1,55,16,2149,0,3,0,0,1,0,0,0,0,0,0,0
38286,11487,1,70,8,1666,0,10,0,0,0,0,0,0,0,1,0,0
38316,722,1,45,4,2937,0,8,0,0,0,0,1,0,0,0,0,0
38340,9791,1,60,2,2064,0,2,0,0,0,0,0,0,0,0,0,1
38343,5092,1,30,2,2272,0,2,0,0,0,0,0,0,0,0,0,1
38388,9490,1,59,31,2438,0,5,0,0,0,0,0,0,0,0,1,0
38453,6516,1,40,1,1962,1,5,0,0,0,0,0,0,0,0,1,0
38477,10492,1,65,5,2182,0,7,1,0,0,0,0,0,0,0,0,0
38488,5859,1,55,14,1558,0,4,0,0,0,0,0,0,1,0,0,0
38492,8958,1,45,19,2276,0,8,0,0,0,0,1,0,0,0,0,0
38497,5505,1,25,24,1778,0,4,0,0,0,0,0,0,1,0,0,0
38526,11757,1,18,5,1836,0,7,1,0,0,0,0,0,0,0,0,0
38528,4691,1,28,1,1859,1,9,0,1,0,0,0,0,0,0,0,0
38557,1029,1,18,24,1832,0,6,0,0,0,1,0,0,0,0,0,0
38606,2471,1,46,18,2956,0,7,1,0,0,0,0,0,0,0,0,0
38635,11824,1,62,16,1541,0,10,0,0,0,0,0,0,0,1,0,0
38683,5787,1,78,29,2785,0,5,0,0,0,0,0,0,0,0,1,0
38710,8230,1,35,12,2208,0,5,0,0,0,0,0,0,0,0,1,0
38750,9557,1,55,12,1727,0,7,1,0,0,0,0,0,0,0,0,0
38849,5670,1,46,15,2765,0,10,0,0,0,0,0,0,0,1,0,0
38856,683,1,45,20,1678,0,3,0,0,1,0,0,0,0,0,0,0
38871,2100,1,30,9,3067,0,3,0,0,1,0,0,0,0,0,0,0
38878,11429,1,22,12,1809,0,9,0,1,0,0,0,0,0,0,0,0
38880,3098,1,38,6,1482,0,8,0,0,0,0,1,0,0,0,0,0
38905,9759,1,42,17,2166,0,8,0,0,0,0,1,0,0,0,0,0
38906,6175,1,45,14,2021,0,4,0,0,0,0,0,0,1,0,0,0
38915,5968,1,23,16,1726,0,3,0,0,1,0,0,0,0,0,0,0
38920,9800,1,25,5,2518,0,7,1,0,0,0,0,0,0,0,0,0
38921,5154,1,50,8,1643,0,4,0,0,0,0,0,0,1,0,0,0
38923,6087,1,28,6,2915,0,7,1,0,0,0,0,0,0,0,0,0
38932,2085,1,35,6,1183,0,7,1,0,0,0,0,0,0,0,0,0
39003,4368,1,35,20,2714,0,3,0,0,1,0,0,0,0,0,0,0
39062,7527,1,28,17,3196,0,1,0,0,0,0,0,1,0,0,0,0
39080,3320,1,38,22,1974,0,1,0,0,0,0,0,1,0,0,0,0
39202,4091,1,28,28,1851,0,5,0,0,0,0,0,0,0,0,1,0
39273,2081,1,40,16,1784,0,3,0,0,1,0,0,0,0,0,0,0
39304,5462,1,50,7,476,1,1,0,0,0,0,0,1,0,0,0,0
39305,1039,1,60,21,1965,0,8,0,0,0,0,1,0,0,0,0,0
39327,214,1,41,17,2034,0,8,0,0,0,0,1,0,0,0,0,0
39332,11768,1,35,10,1846,0,3,0,0,1,0,0,0,0,0,0,0
39354,3565,1,26,16,1462,0,10,0,0,0,0,0,0,0,1,0,0
39360,8224,1,50,20,1452,0,6,0,0,0,1,0,0,0,0,0,0
39432,8509,1,22,5,1529,0,9,0,1,0,0,0,0,0,0,0,0
39434,9211,1,30,30,2508,0,5,0,0,0,0,0,0,0,0,1,0
39456,4641,1,23,26,1954,0,4,0,0,0,0,0,0,1,0,0,0
39519,5072,1,19,21,1439,0,10,0,0,0,0,0,0,0,1,0,0
39523,486,1,26,7,1517,1,1,0,0,0,0,0,1,0,0,0,0
39526,8075,1,40,5,2377,0,3,0,0,1,0,0,0,0,0,0,0
39552,8468,1,28,4,1739,0,7,1,0,0,0,0,0,0,0,0,0
39570,6617,1,50,8,1670,0,7,1,0,0,0,0,0,0,0,0,0
39572,7281,1,40,4,2142,0,3,0,0,1,0,0,0,0,0,0,0
39631,10396,1,35,19,3049,0,8,0,0,0,0,1,0,0,0,0,0
39679,6411,1,36,4,2045,0,7,1,0,0,0,0,0,0,0,0,0
