SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_9,adm2_11,adm2_10,adm2_4,adm2_5,adm2_3,adm2_7,adm2_8,adm2_12,adm2_6,adm2_2,adm2_1
19620,9473,1,67,27,2728,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19657,7600,1,28,4,2038,0,3,0,0,0,0,0,1,0,0,0,0,0,0
19675,8172,1,19,25,2026,0,9,1,0,0,0,0,0,0,0,0,0,0,0
19681,5003,1,48,8,2119,0,8,0,0,0,0,0,0,0,1,0,0,0,0
19682,1282,1,75,18,3020,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19695,11272,1,48,13,2564,0,12,0,0,0,0,0,0,0,0,1,0,0,0
19729,2480,1,23,22,1993,0,4,0,0,0,1,0,0,0,0,0,0,0,0
19778,6769,1,30,21,2029,0,6,0,0,0,0,0,0,0,0,0,1,0,0
19796,5253,1,65,20,2975,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19827,6626,1,59,29,1529,0,5,0,0,0,0,1,0,0,0,0,0,0,0
19896,7726,1,42,25,3956,0,11,0,1,0,0,0,0,0,0,0,0,0,0
19944,8151,1,23,21,1164,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20001,10908,1,32,28,1120,0,11,0,1,0,0,0,0,0,0,0,0,0,0
20018,7750,1,22,26,1551,0,7,0,0,0,0,0,0,1,0,0,0,0,0
20025,8081,1,24,30,2500,0,7,0,0,0,0,0,0,1,0,0,0,0,0
20056,6649,1,29,26,2654,0,7,0,0,0,0,0,0,1,0,0,0,0,0
20063,8802,1,45,18,2327,0,10,0,0,1,0,0,0,0,0,0,0,0,0
20100,8172,1,48,25,497,0,9,1,0,0,0,0,0,0,0,0,0,0,0
20129,2487,1,53,28,2089,0,12,0,0,0,0,0,0,0,0,1,0,0,0
20189,6238,1,58,22,2128,0,9,1,0,0,0,0,0,0,0,0,0,0,0
20198,9002,1,20,13,2371,0,5,0,0,0,0,1,0,0,0,0,0,0,0
20199,5253,1,25,20,1939,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20230,2832,1,61,27,1999,0,3,0,0,0,0,0,1,0,0,0,0,0,0
20247,6300,1,25,13,2070,0,2,0,0,0,0,0,0,0,0,0,0,1,0
20248,4498,1,40,13,1302,0,6,0,0,0,0,0,0,0,0,0,1,0,0
20271,5810,1,75,27,1495,0,5,0,0,0,0,1,0,0,0,0,0,0,0
20298,8789,1,40,27,2821,0,5,0,0,0,0,1,0,0,0,0,0,0,0
20339,6652,1,48,20,3265,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20342,5346,1,25,2,3164,0,3,0,0,0,0,0,1,0,0,0,0,0,0
20360,2174,1,30,29,2104,0,10,0,0,1,0,0,0,0,0,0,0,0,0
20369,3691,1,22,11,1541,0,12,0,0,0,0,0,0,0,0,1,0,0,0
20397,8594,1,40,15,2491,0,2,0,0,0,0,0,0,0,0,0,0,1,0
20621,1771,1,50,25,1022,0,9,1,0,0,0,0,0,0,0,0,0,0,0
20651,1834,1,35,19,4057,0,3,0,0,0,0,0,1,0,0,0,0,0,0
20687,3939,1,40,22,3441,0,6,0,0,0,0,0,0,0,0,0,1,0,0
20758,1949,1,60,19,1680,0,3,0,0,0,0,0,1,0,0,0,0,0,0
20877,3244,1,60,15,2142,0,12,0,0,0,0,0,0,0,0,1,0,0,0
20889,461,1,45,11,2157,0,4,0,0,0,1,0,0,0,0,0,0,0,0
20921,6333,1,40,22,2000,0,12,0,0,0,0,0,0,0,0,1,0,0,0
20945,1847,1,40,14,1579,0,7,0,0,0,0,0,0,1,0,0,0,0,0
21008,2946,1,49,13,3048,0,2,0,0,0,0,0,0,0,0,0,0,1,0
21022,7332,1,23,8,1647,0,11,0,1,0,0,0,0,0,0,0,0,0,0
21106,3801,1,21,27,704,0,5,0,0,0,0,1,0,0,0,0,0,0,0
21117,3566,1,30,27,2186,0,11,0,1,0,0,0,0,0,0,0,0,0,0
21136,9649,1,19,11,1504,0,9,1,0,0,0,0,0,0,0,0,0,0,0
21200,7183,1,69,11,1670,0,12,0,0,0,0,0,0,0,0,1,0,0,0
21212,2281,1,52,24,2336,0,10,0,0,1,0,0,0,0,0,0,0,0,0
21231,11298,1,62,8,3207,0,11,0,1,0,0,0,0,0,0,0,0,0,0
21260,5855,1,27,25,890,0,4,0,0,0,1,0,0,0,0,0,0,0,0
21303,11136,1,23,11,2006,0,8,0,0,0,0,0,0,0,1,0,0,0,0
21314,5068,1,45,11,2012,0,9,1,0,0,0,0,0,0,0,0,0,0,0
21433,6142,1,21,8,1495,0,11,0,1,0,0,0,0,0,0,0,0,0,0
21515,8466,1,60,25,2244,0,6,0,0,0,0,0,0,0,0,0,1,0,0
21536,5739,1,51,25,2274,0,9,1,0,0,0,0,0,0,0,0,0,0,0
21542,9284,1,35,29,3576,0,5,0,0,0,0,1,0,0,0,0,0,0,0
21552,8496,1,28,20,1312,0,6,0,0,0,0,0,0,0,0,0,1,0,0
21554,9075,1,36,13,1811,0,4,0,0,0,1,0,0,0,0,0,0,0,0
21582,10938,1,40,12,2302,0,8,0,0,0,0,0,0,0,1,0,0,0,0
21645,10986,1,45,20,2787,0,2,0,0,0,0,0,0,0,0,0,0,1,0
21844,4207,1,38,22,2568,0,4,0,0,0,1,0,0,0,0,0,0,0,0
21897,8559,1,27,11,873,0,8,0,0,0,0,0,0,0,1,0,0,0,0
22010,3842,1,35,16,960,0,8,0,0,0,0,0,0,0,1,0,0,0,0
22050,10604,1,24,15,2879,0,2,0,0,0,0,0,0,0,0,0,0,1,0
22057,6080,1,52,23,1900,0,4,0,0,0,1,0,0,0,0,0,0,0,0
22108,11681,1,54,26,2251,0,10,0,0,1,0,0,0,0,0,0,0,0,0
22113,9916,1,35,24,2320,0,12,0,0,0,0,0,0,0,0,1,0,0,0
22115,7042,1,56,20,2085,0,7,0,0,0,0,0,0,1,0,0,0,0,0
22117,976,1,74,27,1603,0,3,0,0,0,0,0,1,0,0,0,0,0,0
22142,7725,1,20,12,793,0,9,1,0,0,0,0,0,0,0,0,0,0,0
22168,6161,1,20,15,3336,0,2,0,0,0,0,0,0,0,0,0,0,1,0
22218,6337,1,55,29,1890,0,10,0,0,1,0,0,0,0,0,0,0,0,0
22245,10275,1,40,24,1785,0,11,0,1,0,0,0,0,0,0,0,0,0,0
22260,9935,1,18,23,2149,0,4,0,0,0,1,0,0,0,0,0,0,0,0
22296,5747,1,47,16,2034,0,8,0,0,0,0,0,0,0,1,0,0,0,0
22348,9223,1,22,20,1628,0,6,0,0,0,0,0,0,0,0,0,1,0,0
22365,5701,1,50,9,2358,0,8,0,0,0,0,0,0,0,1,0,0,0,0
22386,10852,1,38,24,4449,0,11,0,1,0,0,0,0,0,0,0,0,0,0
22492,4485,1,18,25,3432,0,9,1,0,0,0,0,0,0,0,0,0,0,0
22634,6713,1,67,18,1788,0,12,0,0,0,0,0,0,0,0,1,0,0,0
22672,7092,1,40,13,2142,0,6,0,0,0,0,0,0,0,0,0,1,0,0
22688,2164,1,55,25,2377,0,9,1,0,0,0,0,0,0,0,0,0,0,0
22728,153,1,68,1,3139,1,7,0,0,0,0,0,0,1,0,0,0,0,0
22804,4975,1,21,12,3461,0,10,0,0,1,0,0,0,0,0,0,0,0,0
22838,4283,1,40,16,2898,0,6,0,0,0,0,0,0,0,0,0,1,0,0
22886,7905,1,61,15,3724,0,3,0,0,0,0,0,1,0,0,0,0,0,0
22909,7488,1,21,11,1133,0,9,1,0,0,0,0,0,0,0,0,0,0,0
22981,7332,1,19,8,2116,0,11,0,1,0,0,0,0,0,0,0,0,0,0
23009,5985,1,42,16,3051,0,8,0,0,0,0,0,0,0,1,0,0,0,0
23013,6506,1,45,5,2450,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23044,4429,1,18,24,3176,0,12,0,0,0,0,0,0,0,0,1,0,0,0
23045,4906,1,30,20,2997,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23060,4414,1,64,8,2221,0,8,0,0,0,0,0,0,0,1,0,0,0,0
23083,844,1,44,10,2260,0,11,0,1,0,0,0,0,0,0,0,0,0,0
23112,3918,1,55,24,2746,0,11,0,1,0,0,0,0,0,0,0,0,0,0
23120,198,1,25,18,2905,0,10,0,0,1,0,0,0,0,0,0,0,0,0
23148,9773,1,45,19,3477,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23177,7183,1,30,11,2217,0,12,0,0,0,0,0,0,0,0,1,0,0,0
23187,2167,1,36,11,3850,0,5,0,0,0,0,1,0,0,0,0,0,0,0
23213,3411,1,34,11,3220,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23253,11708,1,40,21,1434,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23259,9461,1,40,12,2223,0,8,0,0,0,0,0,0,0,1,0,0,0,0
23292,9588,1,45,17,2117,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23349,10970,1,82,13,2835,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23384,1611,1,70,15,2380,0,3,0,0,0,0,0,1,0,0,0,0,0,0
23388,8185,1,55,6,2000,0,7,0,0,0,0,0,0,1,0,0,0,0,0
23425,4671,1,72,13,1482,0,6,0,0,0,0,0,0,0,0,0,1,0,0
23458,2394,1,56,13,1540,0,5,0,0,0,0,1,0,0,0,0,0,0,0
23471,6099,1,63,13,1934,0,6,0,0,0,0,0,0,0,0,0,1,0,0
23488,7488,1,19,11,2242,0,9,1,0,0,0,0,0,0,0,0,0,0,0
23498,8768,1,34,22,2724,0,10,0,0,1,0,0,0,0,0,0,0,0,0
23513,9609,1,50,17,1663,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23560,10557,1,50,20,1497,0,6,0,0,0,0,0,0,0,0,0,1,0,0
23573,1568,1,21,24,2654,0,6,0,0,0,0,0,0,0,0,0,1,0,0
23587,5232,1,39,29,1279,0,3,0,0,0,0,0,1,0,0,0,0,0,0
23631,733,1,19,31,1615,0,6,0,0,0,0,0,0,0,0,0,1,0,0
23855,4658,1,45,19,2144,0,7,0,0,0,0,0,0,1,0,0,0,0,0
23860,9749,1,40,15,608,0,2,0,0,0,0,0,0,0,0,0,0,1,0
23880,8322,1,62,11,1798,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23887,8279,1,24,16,3179,0,4,0,0,0,1,0,0,0,0,0,0,0,0
23892,7738,1,48,19,2518,0,12,0,0,0,0,0,0,0,0,1,0,0,0
23923,3346,1,26,27,1695,0,10,0,0,1,0,0,0,0,0,0,0,0,0
23940,1662,1,34,28,3041,0,11,0,1,0,0,0,0,0,0,0,0,0,0
23955,3206,1,39,22,2574,0,11,0,1,0,0,0,0,0,0,0,0,0,0
24000,2745,1,32,6,2394,0,7,0,0,0,0,0,0,1,0,0,0,0,0
24067,7847,1,43,10,1414,0,11,0,1,0,0,0,0,0,0,0,0,0,0
24071,10204,1,36,15,2233,0,5,0,0,0,0,1,0,0,0,0,0,0,0
24115,6364,1,38,24,4248,0,10,0,0,1,0,0,0,0,0,0,0,0,0
24142,634,1,23,24,1534,0,6,0,0,0,0,0,0,0,0,0,1,0,0
24167,2814,1,35,21,2361,0,6,0,0,0,0,0,0,0,0,0,1,0,0
24215,10573,1,20,12,2683,0,10,0,0,1,0,0,0,0,0,0,0,0,0
24229,4545,1,18,16,2326,0,12,0,0,0,0,0,0,0,0,1,0,0,0
24241,3531,1,27,19,1957,0,2,0,0,0,0,0,0,0,0,0,0,1,0
24305,9118,1,53,21,2234,0,12,0,0,0,0,0,0,0,0,1,0,0,0
24306,7273,1,30,24,3026,0,9,1,0,0,0,0,0,0,0,0,0,0,0
24337,2670,1,30,23,2284,0,11,0,1,0,0,0,0,0,0,0,0,0,0
24350,11794,1,55,20,2566,0,2,0,0,0,0,0,0,0,0,0,0,1,0
24353,471,1,27,21,1834,0,6,0,0,0,0,0,0,0,0,0,1,0,0
24396,3271,1,26,11,2541,0,5,0,0,0,0,1,0,0,0,0,0,0,0
24502,11176,1,33,12,2412,0,9,1,0,0,0,0,0,0,0,0,0,0,0
24522,2543,1,58,10,735,0,9,1,0,0,0,0,0,0,0,0,0,0,0
24549,11832,1,42,4,2417,0,7,0,0,0,0,0,0,1,0,0,0,0,0
24564,5763,1,25,16,2193,0,4,0,0,0,1,0,0,0,0,0,0,0,0
24575,3991,1,54,22,3061,0,11,0,1,0,0,0,0,0,0,0,0,0,0
24625,10395,1,60,14,1619,0,8,0,0,0,0,0,0,0,1,0,0,0,0
24654,9007,1,42,27,793,0,5,0,0,0,0,1,0,0,0,0,0,0,0
24731,6370,1,45,26,1815,0,6,0,0,0,0,0,0,0,0,0,1,0,0
24752,4746,1,44,11,2602,0,12,0,0,0,0,0,0,0,0,1,0,0,0
24767,9301,1,39,17,4404,0,5,0,0,0,0,1,0,0,0,0,0,0,0
24833,8077,1,20,11,2150,0,8,0,0,0,0,0,0,0,1,0,0,0,0
24926,8038,1,48,26,2198,0,12,0,0,0,0,0,0,0,0,1,0,0,0
24948,5887,1,28,18,861,0,7,0,0,0,0,0,0,1,0,0,0,0,0
24959,7713,1,65,17,825,0,2,0,0,0,0,0,0,0,0,0,0,1,0
24968,6769,1,68,21,2967,0,6,0,0,0,0,0,0,0,0,0,1,0,0
24987,10264,1,42,14,3043,0,7,0,0,0,0,0,0,1,0,0,0,0,0
24989,9027,1,23,10,1103,0,8,0,0,0,0,0,0,0,1,0,0,0,0
24994,1698,1,43,25,2160,0,9,1,0,0,0,0,0,0,0,0,0,0,0
25043,140,1,55,17,1843,0,4,0,0,0,1,0,0,0,0,0,0,0,0
25093,5346,1,19,2,2354,0,3,0,0,0,0,0,1,0,0,0,0,0,0
25208,8504,1,72,30,1898,0,7,0,0,0,0,0,0,1,0,0,0,0,0
25269,9440,1,34,10,2547,0,7,0,0,0,0,0,0,1,0,0,0,0,0
25275,7170,1,30,20,2444,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25276,9251,1,73,17,1321,0,11,0,1,0,0,0,0,0,0,0,0,0,0
25347,1,1,28,2,2550,0,3,0,0,0,0,0,1,0,0,0,0,0,0
25396,5096,1,43,26,3067,0,12,0,0,0,0,0,0,0,0,1,0,0,0
25404,8870,1,18,19,2946,0,4,0,0,0,1,0,0,0,0,0,0,0,0
25472,10080,1,22,22,2252,0,4,0,0,0,1,0,0,0,0,0,0,0,0
25608,11409,1,21,25,2757,0,9,1,0,0,0,0,0,0,0,0,0,0,0
25727,7514,1,51,6,1668,0,7,0,0,0,0,0,0,1,0,0,0,0,0
25746,10557,1,21,20,1638,0,6,0,0,0,0,0,0,0,0,0,1,0,0
25815,2280,1,52,22,2962,0,11,0,1,0,0,0,0,0,0,0,0,0,0
25873,6122,1,30,14,2998,0,4,0,0,0,1,0,0,0,0,0,0,0,0
25896,10289,1,70,26,2721,0,12,0,0,0,0,0,0,0,0,1,0,0,0
25901,9386,1,23,17,3054,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26067,9131,1,45,15,3298,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26147,4538,1,45,25,2180,0,4,0,0,0,1,0,0,0,0,0,0,0,0
26186,6141,1,34,18,749,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26197,1353,1,45,18,2320,0,6,0,0,0,0,0,0,0,0,0,1,0,0
26234,11013,1,76,30,1233,0,7,0,0,0,0,0,0,1,0,0,0,0,0
26353,3954,1,43,21,1915,0,6,0,0,0,0,0,0,0,0,0,1,0,0
26355,2575,1,72,21,1253,0,4,0,0,0,1,0,0,0,0,0,0,0,0
26362,3048,1,32,10,2238,0,9,1,0,0,0,0,0,0,0,0,0,0,0
26371,11129,1,63,19,2980,0,5,0,0,0,0,1,0,0,0,0,0,0,0
26376,11249,1,77,24,898,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26485,3448,1,31,18,848,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26523,1274,1,25,23,3543,0,4,0,0,0,1,0,0,0,0,0,0,0,0
26548,4230,1,52,2,2890,0,3,0,0,0,0,0,1,0,0,0,0,0,0
26566,3735,1,40,18,2503,0,8,0,0,0,0,0,0,0,1,0,0,0,0
26586,9330,1,20,19,3216,0,5,0,0,0,0,1,0,0,0,0,0,0,0
26592,6319,1,50,9,2245,0,9,1,0,0,0,0,0,0,0,0,0,0,0
26612,3755,1,27,18,2140,0,10,0,0,1,0,0,0,0,0,0,0,0,0
26626,8150,1,20,6,2507,0,11,0,1,0,0,0,0,0,0,0,0,0,0
26638,4968,1,19,22,2296,0,5,0,0,0,0,1,0,0,0,0,0,0,0
26669,9155,1,37,22,1547,0,12,0,0,0,0,0,0,0,0,1,0,0,0
26843,10423,1,48,8,2377,0,7,0,0,0,0,0,0,1,0,0,0,0,0
26880,11636,1,28,28,1936,0,11,0,1,0,0,0,0,0,0,0,0,0,0
26986,2778,1,27,25,1289,0,6,0,0,0,0,0,0,0,0,0,1,0,0
27047,11355,1,28,27,3265,0,11,0,1,0,0,0,0,0,0,0,0,0,0
27065,10158,1,30,9,2383,0,8,0,0,0,0,0,0,0,1,0,0,0,0
27108,4391,1,22,26,1611,0,6,0,0,0,0,0,0,0,0,0,1,0,0
27141,4615,1,26,20,3747,0,2,0,0,0,0,0,0,0,0,0,0,1,0
27144,3525,1,44,12,2933,0,7,0,0,0,0,0,0,1,0,0,0,0,0
27221,4294,1,26,15,696,0,12,0,0,0,0,0,0,0,0,1,0,0,0
27272,5716,1,35,15,732,0,2,0,0,0,0,0,0,0,0,0,0,1,0
27273,1338,1,25,2,1440,0,7,0,0,0,0,0,0,1,0,0,0,0,0
27304,2955,1,28,25,2253,0,4,0,0,0,1,0,0,0,0,0,0,0,0
27377,10010,1,38,18,2992,0,5,0,0,0,0,1,0,0,0,0,0,0,0
27383,11381,1,42,18,3153,0,12,0,0,0,0,0,0,0,0,1,0,0,0
27396,1870,1,25,29,3411,0,10,0,0,1,0,0,0,0,0,0,0,0,0
27420,3731,1,39,17,3359,0,4,0,0,0,1,0,0,0,0,0,0,0,0
27454,5520,1,37,8,2106,0,8,0,0,0,0,0,0,0,1,0,0,0,0
27476,732,1,36,31,1234,0,6,0,0,0,0,0,0,0,0,0,1,0,0
27509,7356,1,30,29,2167,0,10,0,0,1,0,0,0,0,0,0,0,0,0
27656,4485,1,25,25,2969,0,9,1,0,0,0,0,0,0,0,0,0,0,0
27674,8227,1,47,13,2732,0,12,0,0,0,0,0,0,0,0,1,0,0,0
27684,7118,1,55,25,2254,0,11,0,1,0,0,0,0,0,0,0,0,0,0
27772,10283,1,44,27,3527,0,5,0,0,0,0,1,0,0,0,0,0,0,0
27776,5574,1,41,9,2831,0,8,0,0,0,0,0,0,0,1,0,0,0,0
27798,7844,1,36,24,1878,0,11,0,1,0,0,0,0,0,0,0,0,0,0
27890,5399,1,32,15,3289,0,6,0,0,0,0,0,0,0,0,0,1,0,0
27924,10750,1,30,23,2321,0,6,0,0,0,0,0,0,0,0,0,1,0,0
27970,1238,1,30,23,2959,0,10,0,0,1,0,0,0,0,0,0,0,0,0
27980,9853,1,30,11,1356,0,8,0,0,0,0,0,0,0,1,0,0,0,0
28029,1133,1,45,10,2643,0,9,1,0,0,0,0,0,0,0,0,0,0,0
28047,6864,1,38,30,1456,0,7,0,0,0,0,0,0,1,0,0,0,0,0
28066,4170,1,45,10,2517,0,9,1,0,0,0,0,0,0,0,0,0,0,0
28071,5855,1,23,25,2356,0,4,0,0,0,1,0,0,0,0,0,0,0,0
28077,3542,1,36,2,1907,0,7,0,0,0,0,0,0,1,0,0,0,0,0
28118,1876,1,25,26,1082,0,12,0,0,0,0,0,0,0,0,1,0,0,0
28124,1683,1,35,8,1909,0,11,0,1,0,0,0,0,0,0,0,0,0,0
28129,1576,1,30,7,3461,1,9,1,0,0,0,0,0,0,0,0,0,0,0
28245,4391,1,19,26,1454,0,6,0,0,0,0,0,0,0,0,0,1,0,0
28294,5636,1,45,15,1697,0,12,0,0,0,0,0,0,0,0,1,0,0,0
28343,2842,1,21,14,2346,0,8,0,0,0,0,0,0,0,1,0,0,0,0
28364,153,1,25,1,3014,1,7,0,0,0,0,0,0,1,0,0,0,0,0
28389,10111,1,28,26,1363,0,10,0,0,1,0,0,0,0,0,0,0,0,0
28435,5850,1,70,23,3128,0,9,1,0,0,0,0,0,0,0,0,0,0,0
28443,947,1,28,18,2519,0,5,0,0,0,0,1,0,0,0,0,0,0,0
28455,10454,1,19,16,3348,0,6,0,0,0,0,0,0,0,0,0,1,0,0
28475,3390,1,18,13,3673,0,5,0,0,0,0,1,0,0,0,0,0,0,0
28506,9389,1,80,11,2494,0,7,0,0,0,0,0,0,1,0,0,0,0,0
28511,6404,1,22,6,2455,0,7,0,0,0,0,0,0,1,0,0,0,0,0
28544,6812,1,19,23,1549,0,6,0,0,0,0,0,0,0,0,0,1,0,0
28607,9489,1,60,1,1908,1,6,0,0,0,0,0,0,0,0,0,1,0,0
28616,8279,1,22,16,3005,0,4,0,0,0,1,0,0,0,0,0,0,0,0
28621,11741,1,35,17,2569,0,2,0,0,0,0,0,0,0,0,0,0,1,0
28631,1781,1,18,29,2276,0,3,0,0,0,0,0,1,0,0,0,0,0,0
28757,7122,1,22,2,1336,0,3,0,0,0,0,0,1,0,0,0,0,0,0
28848,10494,1,53,28,3070,0,7,0,0,0,0,0,0,1,0,0,0,0,0
28923,11657,1,65,15,3242,0,2,0,0,0,0,0,0,0,0,0,0,1,0
28938,1965,1,30,25,1857,0,9,1,0,0,0,0,0,0,0,0,0,0,0
28964,5495,1,33,26,3456,0,11,0,1,0,0,0,0,0,0,0,0,0,0
28968,430,1,64,16,1801,0,8,0,0,0,0,0,0,0,1,0,0,0,0
28987,5855,1,58,25,1963,0,4,0,0,0,1,0,0,0,0,0,0,0,0
29027,5273,1,42,26,1836,0,10,0,0,1,0,0,0,0,0,0,0,0,0
29085,7944,1,30,14,1578,0,8,0,0,0,0,0,0,0,1,0,0,0,0
29126,2787,1,74,5,2405,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29129,9785,1,67,1,1460,1,7,0,0,0,0,0,0,1,0,0,0,0,0
29132,4903,1,48,21,1935,0,12,0,0,0,0,0,0,0,0,1,0,0,0
29262,196,1,27,23,2386,0,6,0,0,0,0,0,0,0,0,0,1,0,0
29275,1538,1,45,26,1329,0,7,0,0,0,0,0,0,1,0,0,0,0,0
29329,3545,1,35,22,2858,0,4,0,0,0,1,0,0,0,0,0,0,0,0
29349,7915,1,31,11,3155,0,5,0,0,0,0,1,0,0,0,0,0,0,0
29416,9308,1,75,23,2414,0,5,0,0,0,0,1,0,0,0,0,0,0,0
29559,9238,1,24,11,2904,0,9,1,0,0,0,0,0,0,0,0,0,0,0
29672,7092,1,73,13,2696,0,6,0,0,0,0,0,0,0,0,0,1,0,0
29684,9741,1,19,26,1890,0,10,0,0,1,0,0,0,0,0,0,0,0,0
29717,1276,1,29,25,716,0,4,0,0,0,1,0,0,0,0,0,0,0,0
29749,2510,1,85,22,3184,0,12,0,0,0,0,0,0,0,0,1,0,0,0
29764,4325,1,56,18,1065,0,11,0,1,0,0,0,0,0,0,0,0,0,0
29799,7519,1,70,18,1543,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29834,5273,1,18,26,2958,0,10,0,0,1,0,0,0,0,0,0,0,0,0
29837,8484,1,42,2,2377,0,3,0,0,0,0,0,1,0,0,0,0,0,0
29848,2117,1,36,14,1281,0,8,0,0,0,0,0,0,0,1,0,0,0,0
29851,5492,1,46,4,2079,0,7,0,0,0,0,0,0,1,0,0,0,0,0
29874,2653,1,39,29,4836,0,5,0,0,0,0,1,0,0,0,0,0,0,0
30043,4372,1,45,28,1759,0,12,0,0,0,0,0,0,0,0,1,0,0,0
30078,263,1,19,17,1376,0,2,0,0,0,0,0,0,0,0,0,0,1,0
30119,8199,1,52,25,3162,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30160,8543,1,20,22,2056,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30183,4968,1,55,22,1759,0,5,0,0,0,0,1,0,0,0,0,0,0,0
30204,8385,1,23,15,2429,0,6,0,0,0,0,0,0,0,0,0,1,0,0
30240,8637,1,30,24,3313,0,12,0,0,0,0,0,0,0,0,1,0,0,0
30263,3472,1,60,23,1795,0,4,0,0,0,1,0,0,0,0,0,0,0,0
30266,150,1,28,14,2387,0,10,0,0,1,0,0,0,0,0,0,0,0,0
30334,10201,1,45,18,2037,0,4,0,0,0,1,0,0,0,0,0,0,0,0
30371,10415,1,27,28,2178,0,7,0,0,0,0,0,0,1,0,0,0,0,0
30372,11787,1,27,17,1943,0,2,0,0,0,0,0,0,0,0,0,0,1,0
30383,1276,1,22,25,2105,0,4,0,0,0,1,0,0,0,0,0,0,0,0
30421,8043,1,45,18,3591,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30479,1956,1,29,24,737,0,12,0,0,0,0,0,0,0,0,1,0,0,0
30507,3180,1,85,14,1316,0,7,0,0,0,0,0,0,1,0,0,0,0,0
30511,11521,1,30,20,758,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30546,816,1,20,27,1489,0,3,0,0,0,0,0,1,0,0,0,0,0,0
30611,9337,1,26,18,2447,0,6,0,0,0,0,0,0,0,0,0,1,0,0
30635,10247,1,26,21,1299,0,3,0,0,0,0,0,1,0,0,0,0,0,0
30664,7335,1,18,4,2015,0,7,0,0,0,0,0,0,1,0,0,0,0,0
30686,1539,1,22,19,2365,0,7,0,0,0,0,0,0,1,0,0,0,0,0
30740,6256,1,25,25,1745,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30779,8594,1,33,15,2745,0,2,0,0,0,0,0,0,0,0,0,0,1,0
30782,4457,1,39,18,1688,0,12,0,0,0,0,0,0,0,0,1,0,0,0
30795,3907,1,36,19,1705,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30858,5254,1,45,22,1832,0,9,1,0,0,0,0,0,0,0,0,0,0,0
30911,1494,1,46,8,2368,0,11,0,1,0,0,0,0,0,0,0,0,0,0
30965,8348,1,29,6,1359,0,7,0,0,0,0,0,0,1,0,0,0,0,0
30982,4573,1,50,11,1549,0,12,0,0,0,0,0,0,0,0,1,0,0,0
31032,5913,1,24,15,2421,0,2,0,0,0,0,0,0,0,0,0,0,1,0
31033,4538,1,19,25,3257,0,4,0,0,0,1,0,0,0,0,0,0,0,0
31044,6,1,40,31,1506,0,6,0,0,0,0,0,0,0,0,0,1,0,0
31052,886,1,50,20,2927,0,2,0,0,0,0,0,0,0,0,0,0,1,0
31125,3755,1,21,18,2368,0,10,0,0,1,0,0,0,0,0,0,0,0,0
31132,10346,1,48,15,1606,0,9,1,0,0,0,0,0,0,0,0,0,0,0
31190,4864,1,36,10,1790,0,9,1,0,0,0,0,0,0,0,0,0,0,0
31267,3289,1,60,21,2501,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31283,8527,1,45,13,4229,0,5,0,0,0,0,1,0,0,0,0,0,0,0
31342,7443,1,48,16,1526,0,8,0,0,0,0,0,0,0,1,0,0,0,0
31343,6574,1,80,17,1263,0,7,0,0,0,0,0,0,1,0,0,0,0,0
31345,5881,1,28,27,2823,0,3,0,0,0,0,0,1,0,0,0,0,0,0
31362,3148,1,40,2,2684,0,7,0,0,0,0,0,0,1,0,0,0,0,0
31405,11274,1,18,13,458,0,7,0,0,0,0,0,0,1,0,0,0,0,0
31437,3917,1,80,18,1940,0,6,0,0,0,0,0,0,0,0,0,1,0,0
31472,7122,1,72,2,1534,0,3,0,0,0,0,0,1,0,0,0,0,0,0
31519,2939,1,63,11,1306,0,12,0,0,0,0,0,0,0,0,1,0,0,0
31539,9793,1,35,16,1702,0,1,0,0,0,0,0,0,0,0,0,0,0,1
